12-21-2024-12-27-2024,12-28-2024-01-03-2025,12-14-2024-12-20-2024,01-11-2025-01-17-2025,01-18-2025-01-24-2025,01-04-2025-01-10-2025,01-25-2025-01-31-2025,02-08-2025-02-14-2025,02-01-2025-02-07-2025,02-22-2025-02-28-2025,03-01-2025-03-07-2025,02-15-2025-02-21-2025,03-08-2025-03-14-2025,03-15-2025-03-21-2025,03-22-2025-03-28-2025,04-12-2025-04-18-2025,04-05-2025-04-11-2025,03-29-2025-04-04-2025,04-26-2025-05-02-2025,05-03-2025-05-09-2025,04-19-2025-04-25-2025,05-24-2025-05-30-2025,05-17-2025-05-23-2025,05-10-2025-05-16-2025,06-14-2025-06-20-2025,05-31-2025-06-06-2025,06-07-2025-06-13-2025,07-05-2025-07-11-2025,06-28-2025-07-04-2025,06-21-2025-06-27-2025,07-26-2025-08-01-2025,07-12-2025-07-18-2025,07-19-2025-07-25-2025,08-16-2025-08-22-2025,08-02-2025-08-08-2025,08-09-2025-08-15-2025,08-23-2025-08-29-2025,08-30-2025-09-05-2025,09-06-2025-09-12-2025,09-13-2025-09-19-2025
1633.3333333333333,1936.5,1988.1739130434783,576.4736842105264,601.4,975.6666666666666,554.1,520.8636363636364,557.0,649.5,621.0434782608696,1322.8695652173913,639.0,669.4090909090909,584.0869565217391,1065.0555555555557,1146.4444444444443,678.4347826086956,739.8333333333334,829.9473684210526,780.2777777777778,1719.421052631579,715.6315789473684,771.0526315789474,684.7368421052631,758.8421052631579,663.1578947368421,719.1176470588235,780.5,690.5263157894736,1272.6470588235295,734.2352941176471,1089.3529411764705,887.2352941176471,900.1176470588235,755.1176470588235,861.7058823529412,626.7647058823529,673.8888888888889,707.3333333333334
